expense_id,employee_id,submitted_at,audit_completed_at,employee_gender,region,department,employee_level,expense_category,merchant_risk_tier,country_risk_tier,payment_method,amount_usd,policy_limit_usd,amount_to_policy_ratio,days_since_expense,prior_30d_claim_count,prior_30d_total_usd,employee_tenure_months,duplicate_7d_count,receipt_attached,weekend_submission,outside_business_hours,cross_border,is_abnormal
EXP-0007725,EMP-00596,2025-04-14T19:22:00Z,2025-05-10T19:22:00Z,Male,North America,Finance,IC1-2,Taxi,medium,medium,corporate_card,86.94,108.0,0.805,6,3,1261.62,105,0,True,False,False,False,0
EXP-0007726,EMP-00728,2025-04-14T21:34:00Z,2025-05-02T21:34:00Z,Female,EMEA,Finance,IC1-2,Lodging,medium,medium,corporate_card,269.17,315.0,0.8545,9,4,645.67,150,0,True,False,False,False,0
EXP-0007727,EMP-00513,2025-04-14T21:39:00Z,2025-05-07T21:39:00Z,Female,North America,Engineering,IC3-4,Meals,high,low,personal_card,69.42,100.0,0.6942,16,4,142.99,108,1,True,False,False,False,0
EXP-0007728,EMP-00242,2025-04-14T22:43:00Z,2025-04-21T22:43:00Z,Male,North America,Sales,Manager,Meals,medium,low,personal_card,177.6,115.0,1.5444,13,7,954.95,129,0,True,False,True,False,0
EXP-0007729,EMP-00130,2025-04-14T23:51:00Z,2025-04-27T23:51:00Z,Male,EMEA,Operations,IC3-4,Lodging,medium,low,corporate_card,145.23,350.0,0.415,2,7,434.76,163,0,True,False,False,False,0
EXP-0007730,EMP-00357,2025-04-15T00:29:00Z,2025-04-29T00:29:00Z,Female,EMEA,Operations,Manager,Office,low,low,cash,411.38,575.0,0.7154,7,5,267.38,22,0,False,False,False,False,0
EXP-0007731,EMP-00239,2025-04-15T02:25:00Z,2025-05-06T02:25:00Z,Female,APAC,Engineering,Director+,Lodging,low,low,personal_card,311.54,490.0,0.6358,10,7,612.75,82,0,False,False,False,False,0
EXP-0007732,EMP-00562,2025-04-15T02:54:00Z,2025-04-20T02:54:00Z,Female,APAC,Support,IC1-2,Airfare,medium,high,cash,1089.96,1260.0,0.8651,9,6,425.35,151,0,True,False,True,False,0
EXP-0007733,EMP-00079,2025-04-15T04:31:00Z,2025-05-11T04:31:00Z,Male,EMEA,Finance,IC1-2,Lodging,low,low,personal_card,198.37,315.0,0.6297,5,2,20.78,84,0,True,False,False,False,0
EXP-0007734,EMP-00336,2025-04-15T05:29:00Z,2025-05-05T05:29:00Z,Male,APAC,Engineering,IC3-4,Mileage,low,low,cash,197.95,250.0,0.7918,1,4,761.32,76,0,True,False,True,False,0
EXP-0007735,EMP-00357,2025-04-15T06:56:00Z,2025-05-02T06:56:00Z,Female,EMEA,Operations,Manager,Office,low,low,cash,250.35,575.0,0.4354,2,5,192.27,22,0,True,False,False,False,0
EXP-0007736,EMP-00300,2025-04-15T07:44:00Z,2025-05-13T07:44:00Z,Male,LATAM,Operations,IC1-2,Office,low,low,corporate_card,275.23,450.0,0.6116,7,8,1028.9,99,0,True,False,False,False,0
EXP-0007737,EMP-00941,2025-04-15T08:14:00Z,2025-05-01T08:14:00Z,Female,APAC,Sales,Manager,Mileage,medium,low,cash,329.89,287.5,1.1474,15,3,998.1,124,0,True,False,False,False,0
EXP-0007738,EMP-00945,2025-04-15T08:53:00Z,2025-04-26T08:53:00Z,Female,APAC,Support,IC3-4,Mileage,medium,low,cash,466.24,250.0,1.8649,2,3,305.96,48,0,False,False,False,False,1
EXP-0007739,EMP-00871,2025-04-15T10:31:00Z,2025-05-09T10:31:00Z,Male,APAC,Engineering,IC1-2,Airfare,low,low,corporate_card,177.13,1260.0,0.1406,10,2,744.38,26,0,True,False,True,False,0
EXP-0007740,EMP-00258,2025-04-15T11:36:00Z,2025-04-21T11:36:00Z,Male,EMEA,Engineering,Manager,Taxi,low,low,cash,207.47,138.0,1.5034,1,2,287.24,108,0,True,False,False,False,0
EXP-0007741,EMP-00919,2025-04-15T11:46:00Z,2025-05-11T11:46:00Z,Female,APAC,Engineering,Manager,Meals,low,high,corporate_card,111.12,115.0,0.9663,10,4,479.02,117,0,True,False,False,False,0
EXP-0007742,EMP-00790,2025-04-15T12:47:00Z,2025-04-24T12:47:00Z,Female,APAC,Finance,IC3-4,Meals,low,low,corporate_card,61.2,100.0,0.612,3,4,830.23,51,0,True,False,True,False,0
EXP-0007743,EMP-00881,2025-04-15T12:48:00Z,2025-05-01T12:48:00Z,Female,EMEA,Engineering,Manager,Office,medium,high,personal_card,78.0,575.0,0.1357,1,3,201.68,104,0,True,False,True,False,0
EXP-0007744,EMP-00741,2025-04-15T14:16:00Z,2025-05-15T14:16:00Z,Male,EMEA,Engineering,IC3-4,Airfare,low,low,corporate_card,267.64,1400.0,0.1912,11,6,592.68,189,1,True,False,False,False,0
EXP-0007745,EMP-00280,2025-04-15T15:49:00Z,2025-04-25T15:49:00Z,Male,North America,Engineering,IC1-2,Meals,medium,low,corporate_card,33.55,90.0,0.3728,13,5,786.11,44,0,True,False,False,False,0
EXP-0007746,EMP-00281,2025-04-15T17:26:00Z,2025-05-11T17:26:00Z,Female,APAC,Support,IC3-4,Taxi,low,low,corporate_card,14.49,120.0,0.1207,2,6,1560.0,141,0,True,False,False,False,0
EXP-0007747,EMP-00183,2025-04-15T18:37:00Z,2025-04-24T18:37:00Z,Nonbinary,North America,Operations,Manager,Meals,low,medium,corporate_card,241.81,115.0,2.1027,4,2,265.8,142,0,True,False,False,False,1
EXP-0007748,EMP-00933,2025-04-15T22:54:00Z,2025-05-07T22:54:00Z,Nonbinary,APAC,Engineering,IC1-2,Lodging,medium,low,corporate_card,129.59,315.0,0.4114,0,3,197.66,107,0,True,False,False,False,0
EXP-0007749,EMP-00701,2025-04-16T02:02:00Z,2025-05-16T02:02:00Z,Female,EMEA,Sales,IC3-4,Mileage,low,medium,personal_card,44.3,250.0,0.1772,6,5,385.05,126,0,True,False,False,False,0
EXP-0007750,EMP-00816,2025-04-16T05:27:00Z,2025-05-16T05:27:00Z,Female,LATAM,Finance,IC3-4,Taxi,low,low,personal_card,86.9,120.0,0.7242,5,5,962.59,43,2,True,False,False,False,0
EXP-0007751,EMP-00483,2025-04-16T10:12:00Z,2025-04-24T10:12:00Z,Male,North America,Finance,IC3-4,Taxi,low,low,corporate_card,134.54,120.0,1.1212,13,6,387.64,194,0,True,False,True,True,0
EXP-0007752,EMP-00390,2025-04-16T12:52:00Z,2025-04-20T12:52:00Z,Female,APAC,Operations,IC1-2,Office,low,low,corporate_card,72.14,450.0,0.1603,12,5,349.71,112,0,True,False,False,True,0
EXP-0007753,EMP-00559,2025-04-16T14:22:00Z,2025-05-06T14:22:00Z,Female,APAC,Finance,IC3-4,Office,low,high,personal_card,247.45,500.0,0.4949,14,2,384.21,127,0,True,False,False,False,0
EXP-0007754,EMP-00699,2025-04-16T17:08:00Z,2025-05-14T17:08:00Z,Female,EMEA,Engineering,Manager,Lodging,low,low,personal_card,65.7,402.5,0.1632,22,4,361.47,58,0,True,False,False,True,0
EXP-0007755,EMP-00237,2025-04-16T18:42:00Z,2025-05-03T18:42:00Z,Male,EMEA,Engineering,Manager,Meals,medium,medium,corporate_card,27.74,115.0,0.2412,11,3,263.06,94,0,False,False,False,True,0
EXP-0007756,EMP-00988,2025-04-16T20:17:00Z,2025-05-10T20:17:00Z,Male,APAC,Support,IC3-4,Lodging,low,low,cash,125.52,350.0,0.3586,3,7,760.07,155,0,True,False,False,False,0
EXP-0007757,EMP-00957,2025-04-16T21:20:00Z,2025-05-05T21:20:00Z,Male,APAC,Operations,IC1-2,Taxi,low,low,personal_card,66.84,108.0,0.6189,6,9,1009.31,65,0,False,False,True,False,0
EXP-0007758,EMP-00070,2025-04-16T21:44:00Z,2025-04-28T21:44:00Z,Female,APAC,Support,IC1-2,Office,low,low,corporate_card,308.59,450.0,0.6857,4,2,511.67,193,0,True,False,False,False,0
EXP-0007759,EMP-00468,2025-04-16T22:26:00Z,2025-04-25T22:26:00Z,Male,North America,Engineering,IC1-2,Office,low,low,corporate_card,454.79,450.0,1.0106,8,6,1813.06,40,0,True,False,True,False,1
EXP-0007760,EMP-00959,2025-04-17T00:37:00Z,2025-05-01T00:37:00Z,Male,EMEA,Engineering,IC1-2,Meals,low,low,corporate_card,49.5,90.0,0.55,8,1,1370.43,86,0,True,False,False,False,0
EXP-0007761,EMP-00909,2025-04-17T04:34:00Z,2025-04-25T04:34:00Z,Female,North America,Support,IC1-2,Meals,low,low,corporate_card,79.75,90.0,0.8862,12,10,940.24,21,0,True,False,True,False,0
EXP-0007762,EMP-00865,2025-04-17T04:48:00Z,2025-04-20T04:48:00Z,Male,North America,Sales,IC3-4,Meals,low,medium,cash,81.9,100.0,0.819,2,5,516.67,57,1,True,False,True,False,0
EXP-0007763,EMP-00135,2025-04-17T06:43:00Z,2025-04-20T06:43:00Z,Female,APAC,Operations,IC3-4,Meals,low,low,corporate_card,15.48,100.0,0.1548,8,2,274.15,125,0,True,False,False,False,0
EXP-0007764,EMP-00002,2025-04-17T10:01:00Z,2025-04-20T10:01:00Z,Male,EMEA,Sales,IC3-4,Meals,low,low,personal_card,58.67,100.0,0.5867,5,3,442.42,130,0,True,False,True,False,0
EXP-0007765,EMP-00359,2025-04-17T12:05:00Z,2025-05-17T12:05:00Z,Male,APAC,Engineering,IC1-2,Meals,low,medium,corporate_card,63.6,90.0,0.7067,7,5,1123.23,184,0,True,False,False,False,0
EXP-0007766,EMP-00521,2025-04-17T16:10:00Z,2025-05-10T16:10:00Z,Male,APAC,Support,IC3-4,Airfare,low,low,corporate_card,650.67,1400.0,0.4648,17,3,571.36,142,0,True,False,False,True,0
EXP-0007767,EMP-00533,2025-04-17T16:21:00Z,2025-04-21T16:21:00Z,Male,EMEA,Engineering,IC1-2,Airfare,low,low,cash,286.14,1260.0,0.2271,7,6,616.99,148,0,True,False,True,False,0
EXP-0007768,EMP-00349,2025-04-17T16:32:00Z,2025-05-16T16:32:00Z,Male,North America,Sales,IC1-2,Taxi,medium,low,corporate_card,47.05,108.0,0.4356,4,2,629.54,102,0,False,False,False,False,0
EXP-0007769,EMP-00556,2025-04-17T21:17:00Z,2025-04-27T21:17:00Z,Male,North America,Support,IC1-2,Airfare,low,low,corporate_card,627.49,1260.0,0.498,9,5,896.86,158,0,True,False,True,True,0
EXP-0007770,EMP-00625,2025-04-17T22:20:00Z,2025-05-02T22:20:00Z,Male,North America,Finance,Manager,Meals,low,low,cash,35.24,115.0,0.3065,18,4,664.6,142,0,False,False,False,False,0
EXP-0007771,EMP-00175,2025-04-18T02:29:00Z,2025-04-25T02:29:00Z,Male,North America,Finance,IC3-4,Mileage,low,low,personal_card,207.65,250.0,0.8306,7,9,396.49,73,0,True,False,False,False,0
EXP-0007772,EMP-00441,2025-04-18T04:16:00Z,2025-05-04T04:16:00Z,Female,North America,Operations,IC3-4,Airfare,low,low,cash,1515.76,1400.0,1.0827,8,7,580.02,131,0,True,False,False,True,0
EXP-0007773,EMP-00186,2025-04-18T04:57:00Z,2025-04-21T04:57:00Z,Male,North America,Operations,IC1-2,Meals,high,medium,personal_card,186.88,90.0,2.0765,3,5,445.33,163,0,True,False,True,False,0
EXP-0007774,EMP-00260,2025-04-18T05:10:00Z,2025-05-14T05:10:00Z,Male,APAC,Operations,Manager,Taxi,medium,low,personal_card,77.02,138.0,0.5581,3,4,977.4,52,0,True,False,False,False,0
EXP-0007775,EMP-00600,2025-04-18T07:35:00Z,2025-05-07T07:35:00Z,Male,APAC,Engineering,Manager,Meals,low,low,personal_card,94.82,115.0,0.8245,4,4,814.77,31,0,True,False,False,False,0
EXP-0007776,EMP-00603,2025-04-18T07:45:00Z,2025-05-02T07:45:00Z,Male,LATAM,Engineering,IC3-4,Office,low,low,corporate_card,155.14,500.0,0.3103,1,3,464.33,95,0,True,False,True,False,0
EXP-0007777,EMP-00082,2025-04-18T10:02:00Z,2025-05-14T10:02:00Z,Female,North America,Engineering,IC1-2,Taxi,low,medium,corporate_card,23.89,108.0,0.2212,1,8,1099.75,180,0,True,False,True,False,0
EXP-0007778,EMP-00683,2025-04-18T10:07:00Z,2025-04-27T10:07:00Z,Female,APAC,Sales,IC3-4,Taxi,low,low,corporate_card,43.44,120.0,0.362,4,6,313.8,72,0,False,False,True,True,0
EXP-0007779,EMP-00702,2025-04-18T10:58:00Z,2025-05-17T10:58:00Z,Male,EMEA,Finance,Manager,Airfare,medium,low,personal_card,1556.77,1610.0,0.9669,13,8,1204.49,152,0,True,False,False,True,0
EXP-0007780,EMP-00547,2025-04-18T11:54:00Z,2025-04-28T11:54:00Z,Female,EMEA,Engineering,Manager,Office,medium,low,corporate_card,505.83,575.0,0.8797,1,1,660.35,134,0,True,False,False,False,0
EXP-0007781,EMP-00045,2025-04-18T13:36:00Z,2025-05-08T13:36:00Z,Female,North America,Engineering,IC1-2,Office,low,low,corporate_card,220.82,450.0,0.4907,8,4,1721.3,124,0,True,False,False,False,0
EXP-0007782,EMP-00914,2025-04-18T14:15:00Z,2025-04-28T14:15:00Z,Female,North America,Sales,IC1-2,Airfare,low,low,corporate_card,707.98,1260.0,0.5619,7,3,217.53,68,0,True,False,True,False,0
EXP-0007783,EMP-00473,2025-04-18T15:58:00Z,2025-04-24T15:58:00Z,Male,LATAM,Sales,IC3-4,Mileage,medium,low,corporate_card,160.37,250.0,0.6415,4,4,575.86,157,0,True,False,True,False,0
EXP-0007784,EMP-00749,2025-04-18T16:20:00Z,2025-05-12T16:20:00Z,Male,North America,Engineering,IC1-2,Meals,low,medium,corporate_card,75.22,90.0,0.8358,3,5,1219.44,119,0,True,False,True,False,0
EXP-0007785,EMP-00692,2025-04-18T16:33:00Z,2025-05-13T16:33:00Z,Female,APAC,Sales,IC1-2,Meals,medium,low,corporate_card,18.64,90.0,0.2071,6,4,146.18,66,0,True,False,False,True,0
EXP-0007786,EMP-00556,2025-04-18T17:01:00Z,2025-04-22T17:01:00Z,Male,North America,Support,IC1-2,Meals,low,low,personal_card,128.71,90.0,1.4301,15,3,990.92,158,0,True,False,True,False,0
EXP-0007787,EMP-00400,2025-04-18T17:03:00Z,2025-04-22T17:03:00Z,Male,North America,Engineering,IC3-4,Meals,medium,low,corporate_card,63.46,100.0,0.6346,9,5,949.07,153,0,True,False,True,False,0
EXP-0007788,EMP-00953,2025-04-18T17:49:00Z,2025-04-21T17:49:00Z,Female,North America,Operations,IC1-2,Taxi,low,low,personal_card,32.6,108.0,0.3019,5,6,1056.07,140,0,True,False,True,False,0
EXP-0007789,EMP-00460,2025-04-18T18:20:00Z,2025-05-02T18:20:00Z,Male,North America,Sales,Manager,Meals,low,low,personal_card,48.1,115.0,0.4183,1,1,318.98,173,0,False,False,True,False,0
EXP-0007790,EMP-00736,2025-04-18T20:11:00Z,2025-04-21T20:11:00Z,Male,North America,Engineering,IC1-2,Airfare,low,low,personal_card,839.99,1260.0,0.6667,20,3,553.65,141,0,True,False,True,False,0
EXP-0007791,EMP-00223,2025-04-18T23:53:00Z,2025-05-18T23:53:00Z,Female,North America,Operations,IC1-2,Meals,low,low,personal_card,64.72,90.0,0.7191,11,4,431.44,51,0,True,False,False,False,0
EXP-0007792,EMP-00408,2025-04-19T04:49:00Z,2025-05-08T04:49:00Z,Male,APAC,Operations,Manager,Lodging,low,low,personal_card,455.09,402.5,1.1306,4,3,696.17,85,0,True,True,False,False,0
EXP-0007793,EMP-00915,2025-04-19T06:43:00Z,2025-05-16T06:43:00Z,Female,APAC,Engineering,IC3-4,Taxi,low,low,corporate_card,137.28,120.0,1.144,2,5,594.74,144,0,True,True,False,False,0
EXP-0007794,EMP-00413,2025-04-19T06:45:00Z,2025-05-17T06:45:00Z,Female,North America,Sales,Manager,Meals,low,low,personal_card,94.82,115.0,0.8245,6,3,509.03,113,0,True,True,True,True,0
EXP-0007795,EMP-00068,2025-04-19T07:22:00Z,2025-04-23T07:22:00Z,Female,LATAM,Engineering,Manager,Meals,low,high,corporate_card,22.65,115.0,0.1969,4,6,607.03,74,0,True,True,False,True,1
EXP-0007796,EMP-00202,2025-04-19T07:58:00Z,2025-04-24T07:58:00Z,Female,EMEA,Engineering,IC3-4,Lodging,low,medium,corporate_card,411.03,350.0,1.1744,3,2,978.97,136,0,True,True,False,False,0
EXP-0007797,EMP-00523,2025-04-19T10:04:00Z,2025-05-15T10:04:00Z,Male,APAC,Operations,IC3-4,Lodging,low,low,corporate_card,193.72,350.0,0.5535,8,6,328.4,155,0,True,True,False,False,0
EXP-0007798,EMP-00504,2025-04-19T10:29:00Z,2025-05-13T10:29:00Z,Male,North America,Engineering,Manager,Mileage,low,medium,corporate_card,605.65,287.5,2.1066,4,6,491.95,109,0,True,True,False,False,0
EXP-0007799,EMP-00546,2025-04-19T12:26:00Z,2025-05-14T12:26:00Z,Female,North America,Support,IC3-4,Meals,high,low,corporate_card,98.87,100.0,0.9887,12,7,1510.15,69,0,True,True,False,False,0
EXP-0007800,EMP-00260,2025-04-19T13:05:00Z,2025-05-10T13:05:00Z,Male,APAC,Operations,Manager,Taxi,low,low,personal_card,331.47,138.0,2.4019,9,2,511.7,52,0,True,True,True,False,0
EXP-0007801,EMP-00527,2025-04-19T13:11:00Z,2025-05-14T13:11:00Z,Female,EMEA,Sales,IC3-4,Airfare,medium,low,corporate_card,426.59,1400.0,0.3047,9,1,327.59,35,0,True,True,True,False,0
EXP-0007802,EMP-00950,2025-04-19T13:36:00Z,2025-05-16T13:36:00Z,Female,APAC,Engineering,IC3-4,Meals,low,medium,corporate_card,65.42,100.0,0.6542,9,2,123.16,111,0,True,True,False,False,0
EXP-0007803,EMP-00060,2025-04-19T13:55:00Z,2025-05-10T13:55:00Z,Female,North America,Finance,IC3-4,Lodging,medium,low,corporate_card,141.39,350.0,0.404,9,3,854.53,134,0,True,True,False,False,0
EXP-0007804,EMP-00762,2025-04-19T14:27:00Z,2025-05-04T14:27:00Z,Male,North America,Support,IC1-2,Meals,medium,low,personal_card,32.65,90.0,0.3628,6,11,461.06,174,0,True,True,False,False,0
EXP-0007805,EMP-00322,2025-04-19T14:49:00Z,2025-04-25T14:49:00Z,Female,APAC,Support,IC1-2,Office,low,low,corporate_card,177.52,450.0,0.3945,4,8,1009.51,186,0,True,True,False,False,0
EXP-0007806,EMP-00494,2025-04-19T18:20:00Z,2025-04-27T18:20:00Z,Male,APAC,Sales,Manager,Meals,low,low,personal_card,19.14,115.0,0.1664,15,7,408.64,90,0,True,True,False,False,0
EXP-0007807,EMP-00253,2025-04-19T19:20:00Z,2025-05-07T19:20:00Z,Female,North America,Engineering,IC3-4,Office,low,high,personal_card,462.98,500.0,0.926,3,8,1401.12,53,0,True,True,True,False,0
EXP-0007808,EMP-00312,2025-04-19T21:49:00Z,2025-05-13T21:49:00Z,Female,North America,Finance,IC1-2,Taxi,low,low,corporate_card,42.04,108.0,0.3893,8,6,423.36,155,0,True,True,False,False,0
EXP-0007809,EMP-00779,2025-04-20T00:24:00Z,2025-05-01T00:24:00Z,Female,LATAM,Sales,IC1-2,Meals,low,medium,corporate_card,146.91,90.0,1.6323,8,3,759.36,87,1,True,True,True,False,1
EXP-0007810,EMP-00010,2025-04-20T02:47:00Z,2025-05-02T02:47:00Z,Male,LATAM,Finance,IC3-4,Lodging,low,low,corporate_card,573.99,350.0,1.64,2,4,434.69,29,0,True,True,False,True,0
EXP-0007811,EMP-00336,2025-04-20T02:55:00Z,2025-05-18T02:55:00Z,Male,APAC,Engineering,IC3-4,Office,medium,low,corporate_card,210.78,500.0,0.4216,12,6,897.94,76,0,True,True,True,False,0
EXP-0007812,EMP-00098,2025-04-20T06:13:00Z,2025-04-28T06:13:00Z,Female,EMEA,Sales,IC1-2,Office,medium,low,cash,385.12,450.0,0.8558,2,5,393.83,110,0,True,True,True,False,0
EXP-0007813,EMP-00486,2025-04-20T09:40:00Z,2025-05-13T09:40:00Z,Male,North America,Support,Director+,Taxi,high,medium,cash,174.57,168.0,1.0391,12,3,242.87,28,0,True,True,False,False,0
EXP-0007814,EMP-00218,2025-04-20T13:07:00Z,2025-04-25T13:07:00Z,Male,North America,Finance,IC1-2,Airfare,low,medium,corporate_card,366.73,1260.0,0.2911,8,5,705.75,50,0,True,True,False,False,0
EXP-0007815,EMP-00703,2025-04-20T13:29:00Z,2025-05-07T13:29:00Z,Male,LATAM,Sales,IC3-4,Meals,medium,low,corporate_card,110.33,100.0,1.1033,5,7,918.44,150,0,True,True,False,False,0
EXP-0007816,EMP-00322,2025-04-20T14:26:00Z,2025-04-24T14:26:00Z,Female,APAC,Support,IC1-2,Airfare,high,medium,corporate_card,556.81,1260.0,0.4419,21,6,1131.89,186,0,True,True,True,True,0
EXP-0007817,EMP-00545,2025-04-20T17:16:00Z,2025-05-10T17:16:00Z,Female,EMEA,Operations,IC1-2,Lodging,low,low,personal_card,323.54,315.0,1.0271,4,5,1246.32,136,0,True,True,True,False,0
EXP-0007818,EMP-00107,2025-04-20T17:17:00Z,2025-05-04T17:17:00Z,Male,North America,Sales,IC1-2,Taxi,low,low,corporate_card,72.16,108.0,0.6682,10,2,207.41,170,0,True,True,False,False,0
EXP-0007819,EMP-00746,2025-04-20T17:26:00Z,2025-05-06T17:26:00Z,Male,APAC,Sales,IC1-2,Meals,low,low,corporate_card,21.11,90.0,0.2346,2,7,696.38,143,1,True,True,False,False,0
EXP-0007820,EMP-00671,2025-04-20T21:17:00Z,2025-05-14T21:17:00Z,Male,APAC,Sales,Manager,Meals,low,low,corporate_card,45.16,115.0,0.3927,6,7,886.71,116,0,True,True,False,False,0
EXP-0007821,EMP-00107,2025-04-20T22:05:00Z,2025-05-08T22:05:00Z,Male,North America,Sales,IC1-2,Meals,medium,low,personal_card,54.82,90.0,0.6091,9,1,626.94,170,0,False,True,True,False,0
EXP-0007822,EMP-00308,2025-04-20T22:52:00Z,2025-05-10T22:52:00Z,Male,LATAM,Finance,IC3-4,Mileage,low,high,personal_card,229.97,250.0,0.9199,8,7,1838.91,23,0,False,True,True,False,0
EXP-0007823,EMP-00767,2025-04-20T23:37:00Z,2025-05-14T23:37:00Z,Male,North America,Engineering,IC1-2,Office,low,low,corporate_card,585.56,450.0,1.3012,4,4,924.86,29,0,True,True,True,False,0
EXP-0007824,EMP-00663,2025-04-20T23:44:00Z,2025-05-07T23:44:00Z,Male,APAC,Engineering,IC3-4,Lodging,low,low,corporate_card,158.67,350.0,0.4533,3,6,1115.07,186,0,True,True,True,False,0
EXP-0007825,EMP-00871,2025-04-21T02:05:00Z,2025-05-13T02:05:00Z,Male,APAC,Engineering,IC1-2,Mileage,low,low,personal_card,127.03,225.0,0.5646,7,3,952.52,26,0,True,False,True,False,0
EXP-0007826,EMP-00432,2025-04-21T03:02:00Z,2025-05-16T03:02:00Z,Male,North America,Support,IC3-4,Office,low,medium,personal_card,436.07,500.0,0.8721,10,9,696.9,187,0,True,False,False,False,0
EXP-0007827,EMP-00421,2025-04-21T06:19:00Z,2025-05-12T06:19:00Z,Male,LATAM,Operations,IC1-2,Taxi,medium,low,corporate_card,41.22,108.0,0.3816,18,3,377.95,41,0,True,False,False,False,0
EXP-0007828,EMP-00026,2025-04-21T09:16:00Z,2025-05-19T09:16:00Z,Female,North America,Operations,IC1-2,Office,medium,low,corporate_card,274.26,450.0,0.6095,3,4,549.97,76,0,True,False,True,False,0
EXP-0007829,EMP-00352,2025-04-21T10:13:00Z,2025-05-02T10:13:00Z,Male,APAC,Sales,IC1-2,Mileage,medium,low,personal_card,150.87,225.0,0.6705,1,8,727.68,16,0,True,False,False,False,0
EXP-0007830,EMP-00500,2025-04-21T12:25:00Z,2025-04-24T12:25:00Z,Male,APAC,Sales,IC1-2,Taxi,low,low,corporate_card,108.1,108.0,1.0009,3,4,734.76,26,0,True,False,False,False,0
EXP-0007831,EMP-00414,2025-04-21T12:50:00Z,2025-05-17T12:50:00Z,Male,APAC,Sales,IC3-4,Lodging,medium,low,corporate_card,147.55,350.0,0.4216,3,6,2209.82,182,0,True,False,True,False,0
EXP-0007832,EMP-00900,2025-04-21T13:10:00Z,2025-05-08T13:10:00Z,Male,EMEA,Operations,Manager,Taxi,low,low,corporate_card,263.53,138.0,1.9096,0,5,340.86,48,0,True,False,False,False,0
EXP-0007833,EMP-00575,2025-04-21T17:05:00Z,2025-05-21T17:05:00Z,Female,APAC,Sales,Manager,Taxi,low,low,cash,67.41,138.0,0.4885,5,5,1158.67,46,0,True,False,False,False,0
EXP-0007834,EMP-00304,2025-04-21T17:16:00Z,2025-05-18T17:16:00Z,Female,EMEA,Engineering,Director+,Office,low,low,personal_card,302.7,700.0,0.4324,21,6,1167.27,119,0,True,False,True,False,0
EXP-0007835,EMP-00933,2025-04-21T21:18:00Z,2025-04-27T21:18:00Z,Nonbinary,APAC,Engineering,IC1-2,Taxi,low,high,corporate_card,14.4,108.0,0.1333,8,3,630.88,107,0,True,False,False,False,0
EXP-0007836,EMP-00806,2025-04-21T21:18:00Z,2025-05-18T21:18:00Z,Nonbinary,EMEA,Sales,Manager,Mileage,low,low,corporate_card,269.52,287.5,0.9375,1,4,460.47,42,0,True,False,True,False,0
EXP-0007837,EMP-00472,2025-04-21T22:04:00Z,2025-05-17T22:04:00Z,Male,EMEA,Engineering,Manager,Taxi,medium,medium,corporate_card,79.18,138.0,0.5738,15,2,1494.54,38,0,True,False,False,False,0
EXP-0007838,EMP-00021,2025-04-21T23:44:00Z,2025-05-01T23:44:00Z,Female,North America,Operations,IC3-4,Taxi,low,low,corporate_card,90.4,120.0,0.7534,4,7,643.56,115,0,True,False,False,False,0
EXP-0007839,EMP-00082,2025-04-22T00:00:00Z,2025-05-10T00:00:00Z,Female,North America,Engineering,IC1-2,Meals,medium,high,personal_card,16.15,90.0,0.1795,3,6,1025.89,180,1,True,False,False,False,0
EXP-0007840,EMP-00281,2025-04-22T02:24:00Z,2025-04-30T02:24:00Z,Female,APAC,Support,IC3-4,Meals,low,medium,corporate_card,95.87,100.0,0.9587,11,7,164.55,141,0,True,False,False,False,0
EXP-0007841,EMP-00001,2025-04-22T02:34:00Z,2025-05-05T02:34:00Z,Male,APAC,Operations,IC1-2,Lodging,low,medium,corporate_card,157.11,315.0,0.4987,4,5,721.16,115,0,True,False,True,False,0
EXP-0007842,EMP-00487,2025-04-22T05:03:00Z,2025-05-11T05:03:00Z,Female,EMEA,Engineering,IC1-2,Taxi,medium,low,personal_card,45.04,108.0,0.417,10,4,98.08,118,0,True,False,True,False,0
EXP-0007843,EMP-00918,2025-04-22T06:35:00Z,2025-04-25T06:35:00Z,Male,North America,Finance,IC1-2,Airfare,low,low,personal_card,735.11,1260.0,0.5834,17,9,1106.48,110,0,False,False,True,False,0
EXP-0007844,EMP-00342,2025-04-22T07:54:00Z,2025-05-06T07:54:00Z,Male,LATAM,Operations,IC1-2,Meals,low,medium,corporate_card,64.48,90.0,0.7164,30,4,677.12,130,0,True,False,False,False,0
EXP-0007845,EMP-00294,2025-04-22T08:15:00Z,2025-05-12T08:15:00Z,Male,North America,Sales,IC3-4,Meals,low,low,corporate_card,38.15,100.0,0.3815,4,2,603.87,182,0,True,False,True,False,0
EXP-0007846,EMP-00217,2025-04-22T08:22:00Z,2025-05-02T08:22:00Z,Male,APAC,Support,IC1-2,Meals,low,low,corporate_card,720.0,90.0,8.0,17,1,1009.35,185,0,True,False,False,False,0
EXP-0007847,EMP-00447,2025-04-22T09:59:00Z,2025-05-10T09:59:00Z,Female,APAC,Engineering,IC1-2,Meals,low,low,personal_card,37.13,90.0,0.4125,8,5,314.22,71,0,True,False,False,False,0
EXP-0007848,EMP-00733,2025-04-22T10:12:00Z,2025-05-02T10:12:00Z,Male,LATAM,Finance,IC1-2,Mileage,low,medium,corporate_card,173.03,225.0,0.769,5,3,831.99,20,0,True,False,False,False,0
